Time_Taken,Extinguisher_Used,Incorrect_Actions,Aiming_Accuracy,Distance_From_Fire,Assessment_Time,Movement_Speed,High_Temp_Time,Outcome
60,10,6,0.92,4.6,15,1.0,7,0
60,10,4,0.87,1.3,11,1.3,8,1
38,10,8,0.66,1.1,12,1.3,12,1
50,10,5,0.4,1.6,9,0.5,9,1
48,10,10,0.9,1.5,5,0.5,10,1
60,10,1,0.45,3.2,12,1.3,41,0
35,10,0,0.82,2.6,9,0.9,25,1
55,10,8,0.57,3.4,15,1.0,39,1
30,7.7,2,0.74,2.9,10,0.7,10,1
32,10,10,0.51,4.4,8,0.5,21,1
60,10,3,0.71,4.6,7,1.1,27,0
42,10,2,0.71,2.6,12,0.4,26,1
44,10,4,0.46,4.8,6,1.3,19,1
36,10,9,0.49,4.7,6,1.2,14,1
36,10,7,0.98,3.3,6,1.1,9,1
55,10,6,0.64,3.9,11,0.6,37,1
37,10,4,0.56,2.5,10,0.4,10,1
60,10,8,0.69,3.5,13,1.0,28,0
50,10,0,0.93,3.9,11,1.1,16,1
41,10,7,0.48,3.2,15,1.4,15,1
60,10,2,0.96,4.7,6,0.5,31,0
45,10,5,0.95,4.2,9,1.3,23,1
60,10,5,0.73,2.9,12,0.8,38,0
60,10,5,0.8,3.5,5,0.9,49,0
44,10,3,0.88,2.6,15,0.4,22,1
35,10,7,0.82,4.5,5,1.0,11,1
60,10,9,0.33,3.3,6,0.6,53,0
30,10,10,0.85,2.2,5,1.4,6,1
52,10,5,0.81,1.5,5,1.2,13,1
55,10,1,0.48,3.1,15,1.4,7,1
59,10,5,0.65,1.6,15,0.3,30,1
34,10,7,0.72,2.7,8,1.3,26,1
40,10,1,0.92,4.1,9,1.2,25,1
60,10,6,0.75,5.0,9,0.8,10,1
60,10,4,0.73,4.8,15,0.5,15,0
60,10,8,0.6,1.9,6,1.2,28,0
60,10,2,0.72,3.0,15,1.0,7,0
33,10,1,0.95,2.1,9,1.3,19,1
30,8.2,10,0.51,2.3,12,1.1,15,1
54,10,7,0.66,2.3,9,0.5,11,1
58,10,0,0.76,2.1,14,0.4,8,1
51,10,6,0.94,1.3,8,1.4,7,1
32,8.6,3,0.88,1.7,10,0.7,10,1
53,10,3,0.41,4.1,6,1.0,14,1
60,10,8,0.57,4.2,12,0.8,30,0
60,10,7,0.77,3.3,9,1.2,42,0
42,10,7,0.32,1.5,7,0.5,24,1
57,10,10,0.65,3.2,11,1.3,40,1
35,9.4,2,0.35,2.2,12,1.3,7,1
60,10,2,0.58,1.7,8,1.2,5,1
50,10,5,0.65,2.5,12,0.9,31,1
32,7.9,7,0.38,4.5,14,1.5,5,1
47,10,5,0.78,2.8,5,0.7,10,1
49,10,5,0.46,3.0,9,1.0,12,1
60,10,2,0.4,3.8,6,1.1,41,0
60,10,8,0.78,2.4,11,1.2,32,0
30,6.2,9,0.88,4.7,15,0.9,11,1
37,10,9,0.51,4.1,13,0.6,12,1
32,9.3,9,0.96,4.0,8,1.3,14,1
51,10,0,0.47,4.6,6,0.4,11,1
60,10,10,0.45,1.8,7,0.8,6,1
60,10,0,0.47,3.8,6,1.4,46,0
54,10,6,0.98,2.2,6,1.3,26,1
60,10,8,0.85,4.3,6,1.1,45,0
60,10,8,0.35,4.4,14,1.0,13,0
55,10,7,0.44,1.4,13,0.9,11,1
60,10,5,0.4,4.8,8,0.7,41,0
51,10,7,0.93,3.4,14,0.8,26,1
60,10,6,0.81,1.1,14,1.0,21,1
31,10,2,0.49,3.9,7,1.0,22,1
60,10,4,0.65,3.6,15,0.7,14,0
51,10,3,0.88,3.4,10,0.4,35,1
56,10,2,0.33,1.6,15,1.2,25,1
47,10,10,0.36,1.7,14,0.9,23,1
60,10,0,0.89,2.4,11,0.6,42,0
44,10,4,0.84,2.2,11,0.4,18,1
60,10,3,0.8,2.7,10,1.2,7,0
48,10,9,0.99,1.1,8,0.4,35,1
39,9.7,4,0.38,2.5,13,0.5,23,1
37,9.3,9,0.52,1.9,15,1.1,5,1
60,10,1,0.63,2.9,14,1.3,32,0
34,10,3,0.48,3.4,5,0.9,27,1
30,9.7,6,0.77,3.6,9,0.9,14,1
53,10,4,0.35,4.3,6,1.4,7,1
60,10,1,0.42,1.1,15,1.1,15,0
56,10,7,0.44,1.6,6,1.4,12,1
60,10,10,0.64,4.6,15,0.4,30,0
60,10,6,0.6,4.1,7,1.0,49,0
60,10,10,0.87,1.8,14,0.6,25,0
60,10,4,0.57,4.0,14,0.3,6,0
45,10,1,0.76,3.3,9,1.3,28,1
60,10,6,0.47,3.3,9,0.3,40,0
60,10,8,0.59,3.5,6,0.8,16,0
45,10,6,0.4,3.3,6,0.4,17,1
60,10,2,0.3,3.2,9,0.6,30,0
41,10,9,0.78,2.1,12,0.4,26,1
49,10,0,0.51,2.8,13,1.0,21,1
60,10,4,0.3,3.8,9,1.3,41,1
60,10,7,0.57,1.7,9,1.2,41,0
60,10,6,0.89,2.8,8,1.3,15,0
57,10,1,0.89,3.5,10,1.3,10,1
32,8.2,0,0.89,2.2,10,0.4,13,1
56,10,7,0.74,2.1,11,0.3,23,1
60,10,10,0.6,2.8,9,0.5,22,0
59,10,5,0.86,1.2,14,1.5,16,1
60,10,7,0.52,3.2,15,1.3,42,0
43,10,8,0.65,2.0,5,0.7,32,1
55,10,4,0.58,3.0,7,1.2,31,1
60,10,5,0.74,3.5,5,0.5,37,0
60,10,10,0.69,4.1,7,0.8,27,0
60,10,10,0.48,1.2,10,0.8,48,0
60,10,5,0.7,3.5,11,1.3,14,0
58,10,7,0.4,4.9,7,1.4,40,1
49,10,7,0.58,1.1,14,1.5,21,1
38,10,4,0.38,2.4,11,0.4,11,1
53,10,1,0.77,2.5,10,0.3,14,1
60,10,9,0.51,3.3,12,1.3,8,0
60,10,9,0.78,3.3,5,1.0,54,0
31,10,7,0.59,3.2,6,1.2,15,1
60,10,4,0.8,1.4,10,1.2,48,0
60,10,8,0.45,1.2,15,0.7,6,0
43,10,5,0.53,2.8,12,0.8,25,1
60,10,2,0.54,3.9,8,0.8,44,0
60,10,10,0.48,3.0,11,0.9,46,0
51,10,2,0.91,1.4,10,1.1,21,1
55,10,1,0.69,4.4,13,0.3,23,1
57,10,4,0.43,3.6,8,0.8,43,1
53,10,8,0.77,4.9,12,0.7,39,1
60,10,0,0.71,2.4,9,0.8,50,0
53,10,2,0.37,1.2,7,0.7,22,1
35,10,8,0.63,1.4,11,0.3,12,1
53,10,10,0.99,2.2,13,0.6,7,1
43,10,6,0.51,4.8,11,0.5,28,1
44,10,1,0.49,4.6,8,0.9,28,1
35,10,8,0.8,2.5,7,1.3,23,1
48,10,7,0.58,3.8,14,0.6,19,1
33,9.2,6,0.61,3.1,10,1.4,16,1
57,10,7,0.53,4.9,8,0.5,49,1
60,10,1,0.48,1.0,5,1.5,43,0
43,10,9,0.56,1.5,7,0.3,7,1
60,10,9,0.77,1.0,5,1.3,52,0
60,10,2,0.68,1.0,9,1.2,41,0
52,10,10,0.73,2.7,8,0.3,44,1
60,10,2,0.89,4.7,9,1.2,43,0
48,10,6,0.5,3.3,12,1.3,35,1
60,10,7,0.37,4.5,15,0.5,11,0
60,10,0,0.49,1.2,8,1.5,50,0
57,10,8,0.59,1.4,6,0.7,31,1
34,10,6,0.4,2.4,10,1.0,17,1
60,10,5,0.47,4.2,5,1.1,55,0
54,10,5,0.56,2.7,14,0.9,33,1
60,10,10,0.95,3.2,14,0.4,27,0
53,10,4,0.66,1.5,11,1.1,31,1
60,10,3,0.77,2.7,13,1.3,7,0
51,10,0,0.97,2.4,15,0.4,28,1
60,10,4,0.62,4.8,11,0.5,11,0
49,10,1,0.88,2.4,8,1.1,30,1
49,10,3,0.99,3.8,14,0.4,23,1
60,10,4,0.93,3.5,10,0.5,15,0
60,10,9,0.54,4.8,6,0.3,23,0
30,10,0,0.95,1.9,6,1.1,24,1
40,10,5,0.48,1.7,5,0.8,15,1
35,10,0,0.73,3.8,6,0.8,6,1
54,10,10,0.51,3.7,5,0.7,5,1
35,10,8,0.76,2.0,9,1.4,11,1
47,10,2,0.52,4.6,14,1.5,9,1
60,10,1,0.49,4.6,11,1.2,32,0
36,10,1,0.54,2.6,13,1.5,12,1
60,10,0,0.36,3.8,13,1.3,36,0
38,10,8,0.37,2.7,7,1.2,18,1
42,10,2,0.91,3.3,14,1.0,25,1
41,10,10,0.83,4.8,8,1.1,28,1
37,9.7,4,0.82,4.6,11,0.4,12,1
60,10,0,0.93,4.2,15,0.4,42,0
56,10,6,0.94,1.7,5,1.1,49,1
39,10,1,0.57,3.0,7,0.6,26,1
60,10,1,0.76,3.2,7,0.6,19,0
36,9.5,6,0.45,1.5,14,0.6,22,1
55,10,4,0.89,3.0,12,1.3,10,1
40,10,10,0.52,1.4,10,0.6,22,1
36,10,10,0.55,2.4,13,0.6,19,1
30,7.0,10,0.63,4.8,15,0.5,7,1
41,10,3,0.59,4.5,5,0.9,13,1
34,10,4,0.49,3.4,9,0.3,11,1
35,10,2,0.6,4.2,7,0.6,27,1
52,10,10,0.74,3.9,8,1.2,7,1
52,10,9,0.74,1.6,13,0.9,6,1
49,10,7,0.77,1.3,15,0.5,34,1
47,10,8,0.77,3.2,12,0.8,16,1
56,10,2,0.61,1.7,9,0.4,28,1
57,10,5,0.86,4.2,9,1.3,25,1
60,10,9,0.89,3.4,5,0.6,33,0
60,10,5,0.6,4.3,7,1.1,42,0
60,10,0,0.35,1.0,12,1.3,9,0
35,10,2,0.76,3.3,9,0.3,10,1
57,10,4,0.89,3.8,11,1.4,30,1
53,10,2,0.62,4.8,7,0.9,40,1
42,10,1,0.72,4.5,14,0.6,15,1
48,10,2,0.78,3.3,6,1.0,17,1
47,10,5,0.83,4.4,5,1.1,17,1
56,10,0,0.93,1.2,6,0.5,28,1
60,10,0,0.65,3.0,14,1.2,33,0
46,10,10,0.52,1.8,14,1.4,13,1
57,10,1,0.92,2.4,8,0.7,14,1
60,10,8,0.54,1.1,6,1.0,38,0
32,10,4,0.53,1.5,6,0.9,25,1
45,10,8,0.94,4.6,12,1.3,19,1
60,10,10,0.56,4.8,6,0.9,34,1
44,10,3,0.32,2.5,15,0.9,6,1
53,10,8,0.98,4.2,11,1.3,18,1
31,6.9,1,0.96,2.9,14,0.9,8,1
48,10,4,0.4,1.8,12,1.4,16,1
60,10,4,0.64,4.6,9,1.2,10,0
44,10,6,0.98,1.5,10,1.1,33,1
53,10,0,0.31,2.0,8,1.3,40,1
41,10.0,4,0.84,2.6,14,0.7,9,1
60,10,9,0.66,3.0,13,1.1,15,0
60,10,4,0.34,1.4,13,0.9,9,0
60,10,4,0.44,2.0,7,0.4,22,0
34,8.2,9,0.36,4.6,12,1.3,12,1
60,10,2,0.7,1.7,6,1.2,34,0
60,10,7,0.77,4.4,8,1.4,41,0
49,10,9,0.57,3.6,11,1.1,29,1
50,10,10,0.3,1.8,5,0.5,28,1
60,10,0,0.31,5.0,9,0.8,49,0
33,10,8,0.98,3.3,11,1.5,22,1
36,10,3,0.51,4.7,14,0.5,15,1
58,10,3,0.77,4.8,15,1.2,37,1
54,10,4,0.61,2.5,7,0.8,31,1
60,10,8,0.5,1.5,9,1.4,39,0
44,10,10,0.8,1.9,13,0.7,6,1
41,10,2,0.78,2.8,11,0.5,20,1
57,10,0,0.68,3.9,6,0.7,44,1
34,10,2,0.86,1.9,10,0.3,7,1
37,9.0,7,0.42,2.9,15,0.9,5,1
35,10,8,0.38,2.8,6,0.9,7,1
31,8.1,1,0.45,3.6,11,1.2,12,1
47,10,2,0.32,3.2,9,1.1,21,1
35,10,2,0.42,2.0,11,0.6,10,1
35,10,2,0.81,4.3,6,0.6,19,1
55,10,1,0.4,4.7,9,0.6,10,1
35,9.3,4,0.34,3.7,13,1.5,9,1
46,10,0,0.97,2.6,8,1.3,32,1
49,10,8,0.88,3.7,12,1.0,37,1
30,7.9,5,0.72,2.8,11,0.8,10,1
60,10,3,0.32,3.1,13,1.4,41,0
58,10,4,0.46,3.3,11,0.6,15,1
56,10,3,0.45,3.7,9,0.9,31,1
59,10,4,0.76,3.4,15,1.4,22,1
56,10,8,0.94,1.5,13,1.0,40,1
57,10,7,0.88,4.0,14,0.8,15,1
60,10,4,0.86,3.9,13,0.5,44,0
34,10,7,0.49,1.4,7,0.4,23,1
60,10,6,0.99,1.2,15,0.4,20,0
44,10,5,0.86,4.9,15,0.5,6,1
33,7.6,7,0.62,4.7,15,0.4,18,1
31,9.6,7,0.91,2.7,8,0.3,16,1
41,10,6,0.46,1.9,9,1.2,15,1
60,10,10,0.32,3.2,5,1.4,19,0
35,9.6,7,0.54,4.2,10,0.6,18,1
54,10,10,0.5,1.1,9,1.3,26,1
48,10,4,0.44,3.6,14,1.1,9,1
36,8.5,6,0.41,4.3,15,0.5,17,1
60,10,9,0.92,4.0,7,0.5,36,0
37,10,9,0.6,3.4,6,0.5,9,1
41,10,7,0.39,4.3,14,1.2,18,1
47,10,2,0.62,2.3,7,0.6,8,1
37,10,2,0.54,3.4,13,0.3,11,1
59,10,6,0.77,4.7,7,0.5,52,1
48,10,9,0.97,3.0,10,1.0,14,1
30,7.6,7,0.76,3.3,13,1.0,6,1
60,10,0,0.44,4.6,10,0.6,26,0
43,10,6,0.97,1.1,9,1.3,33,1
60,10,0,0.53,4.1,10,1.4,42,0
58,10,4,0.98,2.5,14,0.7,8,1
30,8.9,10,0.86,4.0,9,1.3,16,1
35,10,4,0.47,1.3,6,0.6,11,1
44,10,3,0.57,2.8,10,1.3,19,1
60,10,3,0.32,2.1,9,1.1,40,0
56,10,7,0.81,3.3,12,1.4,18,1
36,10,1,0.38,2.2,6,1.0,16,1
60,10,0,0.72,1.4,7,1.2,16,1
53,10,9,0.75,1.8,11,0.4,12,1
55,10,8,0.82,1.2,8,1.5,13,1
60,10,2,0.9,2.3,10,0.5,34,0
56,10,7,0.76,2.8,10,1.0,17,1
60,10,5,0.74,4.8,15,1.3,29,0
44,10,0,0.81,3.7,12,1.1,21,1
44,10,2,0.64,2.2,11,1.0,8,1
60,10,3,0.4,2.3,9,0.6,28,1
44,10,10,0.67,3.1,5,0.9,10,1
45,10,1,0.89,4.5,10,0.5,17,1
60,10,8,0.67,4.0,14,1.3,42,0
46,10,4,0.44,1.8,5,0.5,13,1
60,10,5,0.33,3.9,12,0.9,36,1
52,10,6,0.39,1.8,15,0.8,25,1
33,9.8,9,0.56,1.3,7,1.1,20,1
41,10,3,0.86,2.7,5,0.3,34,1
53,10,10,0.83,2.3,10,1.3,27,1
60,10,2,0.52,4.8,7,0.4,42,0
59,10,2,0.95,1.4,11,1.0,5,1
50,10,1,0.84,5.0,10,0.8,14,1
48,10,6,0.54,1.8,13,0.4,18,1
43,10,1,0.46,4.5,5,1.1,37,1
55,10,7,0.67,4.5,13,0.8,17,1
60,10,4,0.84,1.1,6,0.4,19,0
60,10,0,0.95,3.3,11,0.4,36,0
50,10,0,0.49,3.6,15,0.9,15,1
41,10,7,0.76,3.3,15,0.4,8,1
60,10,0,0.65,1.6,14,0.5,25,0
60,10,0,0.55,4.9,12,0.8,14,0
60,10,2,0.37,3.9,10,0.6,47,0
60,10,7,0.48,4.5,13,0.6,13,0
60,10,10,0.35,2.7,13,1.4,30,0
49,10,6,0.8,4.4,7,0.9,13,1
54,10,9,0.86,1.6,6,1.5,17,1
44,10,8,0.4,3.9,7,0.7,34,1
60,10,6,0.4,2.2,13,0.7,33,0
46,10,1,0.46,3.9,9,0.7,33,1
35,10,2,0.57,3.1,10,0.4,23,1
37,10,8,0.56,2.9,6,0.7,24,1
34,7.0,4,0.64,3.5,15,1.4,12,1
59,10,5,0.8,3.4,12,0.8,16,1
33,9.0,2,0.96,1.1,11,0.4,15,1
60,10,2,0.53,4.5,14,0.5,25,0
56,10,5,0.51,4.6,13,0.3,18,1
41,10,10,0.5,4.0,11,0.9,14,1
55,10,1,0.47,1.8,14,1.3,19,1
49,10,1,0.31,1.7,5,1.2,5,1
47,10,3,0.72,4.8,9,1.2,12,1
51,10,5,0.57,2.8,12,0.7,10,1
35,10,1,0.85,3.6,5,1.0,25,1
60,10,3,0.3,4.0,15,0.8,32,0
48,10,1,0.9,2.8,13,0.6,6,1
39,10,2,0.81,4.3,7,0.5,14,1
59,10,10,0.96,3.5,8,0.6,7,1
49,10,5,0.75,1.1,10,1.0,35,1
60,10,1,0.72,3.5,14,0.4,14,0
60,10,5,0.55,3.6,15,0.8,43,0
58,10,6,0.81,2.5,12,1.2,33,1
45,10,8,0.58,1.2,10,1.1,20,1
60,10,3,0.48,4.1,9,0.6,51,0
44,10,2,0.8,2.5,5,0.6,6,1
36,10,1,0.84,3.2,11,0.6,6,1
46,10,8,0.73,2.6,8,0.5,26,1
44,10,9,0.67,2.2,14,0.8,9,1
44,10,10,0.92,2.6,8,0.8,15,1
32,10,7,0.77,2.7,8,0.8,5,1
39,10,6,0.97,3.8,5,0.4,24,1
60,10,1,0.39,2.8,14,0.3,11,0
60,10,1,0.5,3.5,14,0.8,6,0
60,10,4,0.93,1.3,15,1.3,23,0
60,10,4,0.35,2.1,8,1.0,42,0
60,10,1,0.9,1.3,6,1.2,10,0
32,10,2,0.58,1.6,5,1.1,9,1
60,10,6,0.33,3.3,11,0.4,44,0
60,10,0,0.64,3.1,6,1.1,46,0
60,10,0,0.51,2.4,6,1.0,40,0
60,10,8,0.33,3.4,13,0.7,38,0
58,10,1,0.94,3.8,6,1.3,35,1
60,10,4,0.92,1.3,11,0.9,42,0
46,10,3,0.92,3.3,8,1.4,26,1
60,10,5,0.58,2.0,14,1.5,27,0
60,10,1,0.64,5.0,7,1.1,50,1
60,10,8,0.31,4.5,9,0.7,23,0
60,10,0,0.44,3.9,14,0.6,27,0
38,10,3,0.85,4.5,9,0.5,23,1
60,10,1,0.75,1.5,5,0.3,29,0
50,10,0,0.93,2.9,14,0.6,29,1
30,6.5,0,0.45,3.2,14,1.0,16,1
53,10,1,0.46,1.0,12,1.0,29,1
60,10,10,0.68,3.6,15,1.0,26,0
59,10,3,0.37,4.4,7,0.9,9,1
47,10,6,0.92,2.1,10,0.4,37,1
60,10,7,0.61,2.5,12,1.4,38,0
34,10,6,0.5,2.7,8,1.1,17,1
40,10,2,0.36,1.3,7,1.1,26,1
60,10,0,0.63,3.8,5,0.9,20,0
31,8.9,8,0.95,4.8,9,1.1,21,1
36,10,9,0.54,1.9,8,1.4,7,1
41,10,0,0.73,4.3,11,0.5,10,1
49,10,2,0.66,2.3,12,0.5,15,1
60,10,7,0.79,3.4,12,1.2,36,0
32,6.9,3,0.42,4.9,14,0.4,5,1
60,10,5,0.99,2.0,13,1.3,11,0
40,10,8,0.46,2.7,9,1.3,31,1
48,10,6,0.69,1.5,6,0.8,39,1
35,10.0,4,0.82,4.3,13,1.1,22,1
60,10,10,0.36,1.2,12,1.3,27,0
35,10,8,0.86,4.9,12,1.0,22,1
40,10,4,0.62,4.8,12,1.0,14,1
38,10,9,0.88,4.3,7,1.1,22,1
60,10,5,0.89,2.7,15,1.0,43,0
60,10,10,0.53,1.0,5,0.9,48,1
60,10,1,0.55,4.8,6,0.9,54,1
37,10,3,0.44,3.4,7,1.4,20,1
35,10.0,9,0.87,2.1,11,0.8,23,1
60,10,2,0.81,4.4,11,0.9,49,0
60,10,1,0.57,4.2,11,0.8,38,0
40,10,6,0.77,1.8,6,0.4,10,1
33,10,4,0.56,3.3,6,0.8,20,1
53,10,2,0.78,1.3,15,1.3,17,1
52,10,6,0.82,2.8,15,0.4,22,1
60,10,9,0.38,3.6,12,1.0,32,1
43,10,7,0.65,1.7,8,1.5,28,1
60,10,4,0.74,4.0,13,1.3,31,0
40,10,4,0.61,4.5,7,1.1,25,1
60,10,2,0.64,1.7,5,0.6,42,0
32,8.2,10,0.5,2.4,14,0.8,10,1
42,10,9,0.44,3.5,13,0.5,15,1
55,10,4,0.3,2.3,7,0.4,5,1
32,10,4,0.39,3.3,5,1.1,16,1
60,10,0,0.95,3.1,9,1.1,31,0
55,10,5,0.71,5.0,13,1.2,5,1
59,10,3,0.43,2.2,15,1.5,36,1
50,10,7,0.41,3.7,14,1.2,36,1
60,10,4,0.58,3.5,10,1.3,8,0
54,10,8,0.9,4.2,9,0.9,12,1
59,10,1,0.91,3.4,13,0.6,29,1
46,10,10,0.6,1.8,14,1.3,27,1
39,10,3,0.78,1.4,5,1.3,15,1
60,10,7,0.55,3.9,14,0.5,46,0
53,10,0,0.84,3.7,8,1.1,5,1
48,10,7,0.5,1.0,9,1.4,23,1
60,10,0,0.31,3.6,7,1.0,10,0
41,10,9,0.85,4.4,6,1.4,6,1
30,10,10,0.49,1.6,6,1.0,12,1
35,9.9,1,0.79,1.1,12,1.5,7,1
56,10,8,0.74,4.6,7,1.2,11,1
46,10,6,0.6,2.8,10,0.8,9,1
30,7.2,9,0.65,2.3,14,0.8,10,1
30,10,2,0.78,2.0,6,0.4,11,1
43,10,9,0.67,4.5,14,0.6,13,1
43,10,6,0.88,2.7,15,0.7,27,1
42,10,8,0.47,3.4,5,1.2,28,1
55,10,5,0.56,2.1,14,1.0,21,1
60,10,1,0.88,1.8,15,0.9,41,0
54,10,3,0.97,2.8,9,0.7,27,1
32,10,1,0.84,2.9,5,0.8,7,1
41,10,5,0.85,2.5,13,1.3,8,1
45,10,8,0.97,1.7,5,1.2,32,1
60,10,10,0.97,3.5,15,0.9,35,0
34,10,1,0.46,4.8,10,1.3,8,1
36,9.1,8,0.85,3.7,13,0.5,17,1
59,10,5,0.51,4.7,11,0.6,18,1
46,10,3,0.82,1.3,5,1.0,12,1
35,9.4,10,0.95,1.8,11,0.4,19,1
60,10,8,0.64,2.3,9,1.2,27,0
45,10,7,0.39,2.6,13,0.8,27,1
60,10,9,0.6,4.3,5,1.3,25,0
30,7.1,9,0.73,2.6,14,0.3,14,1
40,10,5,0.78,1.0,7,1.0,32,1
60,10,2,0.95,1.7,12,1.1,44,1
60,10,0,0.38,1.6,11,0.4,24,0
33,8.1,3,0.5,2.3,12,0.8,8,1
34,10,9,0.36,4.0,8,1.0,25,1
59,10,5,0.68,2.2,6,1.5,18,1
46,10,3,0.64,1.9,11,0.8,6,1
51,10,6,0.37,1.6,6,0.5,44,1
46,10,1,0.38,4.8,14,1.4,8,1
60,10,0,0.6,2.1,10,1.2,6,0
37,10,6,0.3,1.5,6,1.5,23,1
44,10,9,0.34,2.1,8,0.4,21,1
60,10,9,0.92,3.0,15,1.3,42,0
60,10,4,0.94,1.4,8,0.4,45,0
60,10,4,0.72,1.5,5,0.9,42,0
56,10,10,0.39,5.0,5,0.9,36,1
60,10,8,0.63,2.8,11,0.6,10,0
60,10,2,0.86,2.2,9,0.8,5,0
34,10,1,0.32,2.6,6,0.9,14,1
33,10,5,0.63,4.5,11,0.9,18,1
60,10,3,0.7,2.0,14,1.4,11,0
33,8.0,9,0.99,3.3,12,0.5,9,1
31,10,0,0.56,3.8,5,1.2,23,1
49,10,6,0.4,3.4,13,1.3,13,1
30,6.0,4,0.71,3.2,14,0.6,6,1
57,10,2,0.32,5.0,14,1.4,19,1
46,10,6,0.38,3.6,9,0.8,21,1
30,6.8,6,0.69,1.1,13,1.3,10,1
50,10,4,0.96,2.7,14,1.1,25,1
58,10,0,0.67,2.1,6,1.3,43,1
57,10,8,0.78,5.0,13,0.3,15,1
60,10,4,0.95,1.2,13,0.9,16,0
44,10,10,0.96,4.0,9,1.2,20,1
37,10,4,0.39,2.1,6,0.9,6,1
42,10,9,0.62,2.7,8,1.2,27,1
37,10,7,0.57,4.7,5,1.2,32,1
54,10,5,0.35,4.5,9,0.4,33,1
60,10,6,0.57,2.4,7,0.6,6,0
60,10,10,0.91,1.4,12,0.3,8,0
38,10,8,0.41,3.4,12,1.2,16,1
37,10,5,0.62,3.3,10,0.3,16,1
54,10,2,0.43,2.0,9,1.2,43,1
31,9.2,7,0.71,3.1,7,0.8,6,1
50,10,0,0.84,3.7,7,0.4,31,1
46,10,8,0.79,2.1,10,0.6,26,1
59,10,1,0.97,1.6,15,1.3,15,1
60,10,3,0.57,1.7,15,0.4,43,1
46,10,7,0.88,4.7,8,1.0,16,1
60,10,4,0.89,4.1,14,0.8,30,0
54,10,0,0.71,3.3,14,1.2,31,1
31,10,7,0.77,1.8,5,0.3,12,1
44,10,6,0.33,4.4,12,1.3,31,1
55,10,8,0.78,2.3,13,0.3,14,1
52,10,9,0.42,5.0,14,1.0,5,1
49,10,0,0.91,4.2,8,1.5,17,1
47,10,0,0.64,3.7,9,0.7,10,1
60,10,3,0.83,4.1,7,0.7,33,1
46,10,7,0.45,3.7,15,1.4,9,1
40,10,7,0.32,3.6,8,0.6,23,1
60,10,7,0.99,1.2,11,0.5,12,0
35,10.0,4,0.85,3.9,10,0.8,5,1
46,10,10,0.36,1.4,9,1.2,28,1
60,10,0,0.37,4.8,11,1.4,19,0
36,10,8,0.35,2.2,10,0.9,16,1
60,10,8,0.86,1.7,9,1.1,48,0
39,10,4,0.97,2.0,5,1.0,27,1
50,10,0,0.8,2.6,9,1.5,10,1
50,10,0,0.93,1.3,14,0.6,7,1
48,10,3,0.6,1.2,15,0.4,13,1
60,10,4,0.73,4.4,7,1.0,42,0
37,10,0,0.4,3.8,8,1.2,13,1
47,10,6,0.98,3.5,13,1.4,23,1
60,10,4,0.71,4.8,11,0.7,27,0
44,10,6,0.54,1.8,5,1.4,37,1
31,8.1,4,0.83,4.3,11,0.9,5,1
60,10,1,0.47,3.0,9,1.4,6,0
45,10,9,0.42,1.3,8,0.8,29,1
41,10,3,0.98,3.3,15,1.3,15,1
30,8.2,9,0.6,3.2,10,0.9,11,1
60,10,5,0.49,3.1,13,0.4,7,0
51,10,4,0.4,2.2,12,0.4,38,1
57,10,7,0.97,1.5,15,0.8,33,1
31,8.7,6,0.94,2.6,10,0.4,7,1
60,10,5,0.86,1.9,11,0.5,25,0
42,10,6,0.5,4.4,9,0.7,32,1
48,10,3,0.9,3.6,6,0.7,31,1
55,10,2,0.46,4.3,11,1.2,15,1
38,10,8,0.6,4.4,11,0.3,11,1
31,8.9,2,0.51,3.4,10,1.3,21,1
31,7.6,4,0.77,1.2,13,0.7,14,1
60,10,3,0.37,4.7,10,0.8,13,1
35,10,5,0.63,3.1,6,0.6,22,1
60,10,7,0.4,4.4,15,1.4,20,0
60,10,3,0.77,2.5,7,0.9,38,0
60,10,5,0.46,1.3,6,1.3,8,0
37,10,9,0.42,2.2,5,0.5,11,1
50,10,0,0.97,2.0,11,0.5,12,1
35,10,1,0.85,2.2,8,1.4,24,1
38,10,2,0.75,2.3,10,1.5,25,1
37,10,9,0.66,2.8,6,0.5,15,1
30,6.0,4,0.8,3.0,15,1.1,7,1
56,10,7,0.71,4.8,8,0.3,24,1
60,10,10,0.88,1.1,15,1.3,15,0
60,10,5,0.52,3.6,14,1.1,41,0
43,10,2,0.54,3.9,9,0.5,25,1
44,10,8,0.98,2.3,14,1.4,18,1
40,10,1,0.74,1.2,15,1.5,20,1
60,10,6,0.77,1.2,6,0.5,48,1
60,10,9,0.61,3.8,15,1.0,42,0
45,10,8,0.84,1.7,6,1.2,15,1
39,10,1,0.54,2.8,8,0.5,25,1
60,10,7,0.87,2.1,7,1.1,53,0
46,10,7,0.36,2.2,13,1.1,19,1
50,10,1,0.36,3.8,12,0.3,13,1
51,10,2,0.43,2.5,8,0.4,29,1
45,10,5,0.73,4.7,13,0.9,16,1
60,10,5,0.95,2.0,8,1.1,18,0
56,10,2,0.54,3.5,13,0.5,31,1
49,10,10,0.74,3.2,13,1.4,8,1
41,9.9,8,0.59,2.0,15,1.4,16,1
60,10,5,0.82,1.7,14,1.1,15,0
44,10,9,0.59,4.2,9,1.5,16,1
33,10,6,0.99,3.9,5,1.3,14,1
56,10,4,0.67,2.1,6,0.4,28,1
